xi	avg(x)						n	xi-x	(xi-x)^2	sum	s^2	stdErr	Rse	ln
332	375	331	332	332	348	915	60	-43	1849	18925	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
332	375	331	332	332	348	915	60	-43	1849	20774	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
332	375	331	332	332	348	915	60	-43	1849	22623	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
332	375	331	332	332	348	915	60	-43	1849	24472	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
333	375	331	332	332	348	915	60	-42	1764	26236	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
333	375	331	332	332	348	915	60	-42	1764	28000	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
348	375	331	332	332	348	915	60	-27	729	28729	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
351	375	331	332	332	348	915	60	-24	576	29305	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
399	375	331	332	332	348	915	60	24	576	29881	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
520	375	331	332	332	348	915	60	145	21025	50906	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
915	375	331	332	332	348	915	60	540	291600	342506	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
678	1296	678	1172	1182	1366	2494	65	-618	381924	381924	5805,186441	9,83631574	2,623017531	-3,688451901
805	1296	678	1172	1182	1366	2494	65	-491	241081	623005	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
1171	1296	678	1172	1182	1366	2494	65	-125	15625	638630	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
1171	1296	678	1172	1182	1366	2494	65	-125	15625	654255	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
1172	1296	678	1172	1182	1366	2494	65	-124	15376	669631	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
1172	1296	678	1172	1182	1366	2494	65	-124	15376	685007	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
1173	1296	678	1172	1182	1366	2494	65	-123	15129	700136	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
1174	1296	678	1172	1182	1366	2494	65	-122	14884	715020	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
1174	1296	678	1172	1182	1366	2494	65	-122	14884	729904	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
1175	1296	678	1172	1182	1366	2494	65	-121	14641	744545	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
1182	1296	678	1172	1182	1366	2494	65	-114	12996	757541	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
1221	1296	678	1172	1182	1366	2494	65	-75	5625	763166	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
1244	1296	678	1172	1182	1366	2494	65	-52	2704	765870	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
1272	1296	678	1172	1182	1366	2494	65	-24	576	766446	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
1335	1296	678	1172	1182	1366	2494	65	39	1521	767967	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
1366	1296	678	1172	1182	1366	2494	65	70	4900	772867	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
1423	1296	678	1172	1182	1366	2494	65	127	16129	788996	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
1738	1296	678	1172	1182	1366	2494	65	442	195364	984360	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
1790	1296	678	1172	1182	1366	2494	65	494	244036	1228396	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
2494	1296	678	1172	1182	1366	2494	65	1198	1435204	2663600	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
656	5543	656	1764	1827	2586	68975	75	-4887	23882769	23882769	41618,75	25,30392186	1,952463107	14,61838896
968	5543	656	1764	1827	2586	68975	75	-4575	20930625	44813394	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
1029	5543	656	1764	1827	2586	68975	75	-4514	20376196	65189590	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
1761	5543	656	1764	1827	2586	68975	75	-3782	14303524	79493114	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
1764	5543	656	1764	1827	2586	68975	75	-3779	14280841	93773955	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
1764	5543	656	1764	1827	2586	68975	75	-3779	14280841	108054796	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
1765	5543	656	1764	1827	2586	68975	75	-3778	14273284	122328080	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
1769	5543	656	1764	1827	2586	68975	75	-3774	14243076	136571156	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
1769	5543	656	1764	1827	2586	68975	75	-3774	14243076	150814232	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
1770	5543	656	1764	1827	2586	68975	75	-3773	14235529	165049761	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
1827	5543	656	1764	1827	2586	68975	75	-3716	13808656	178858417	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
1857	5543	656	1764	1827	2586	68975	75	-3686	13586596	192445013	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
2328	5543	656	1764	1827	2586	68975	75	-3215	10336225	202781238	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
2363	5543	656	1764	1827	2586	68975	75	-3180	10112400	212893638	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
2468	5543	656	1764	1827	2586	68975	75	-3075	9455625	222349263	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
2586	5543	656	1764	1827	2586	68975	75	-2957	8743849	231093112	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
3315	5543	656	1764	1827	2586	68975	75	-2228	4963984	236057096	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
3456	5543	656	1764	1827	2586	68975	75	-2087	4355569	240412665	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
6684	5543	656	1764	1827	2586	68975	75	1141	1301881	241714546	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
68975	5543	656	1764	1827	2586	68975	75	63432	4023618624	4265333170	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
820	927	820	899	901	918	1107	85	-107	11449	11449	57639637,43	876,6575723	15,81557951	-29,47947757
895	927	820	899	901	918	1107	85	-32	1024	12473	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
898	927	820	899	901	918	1107	85	-29	841	13314	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
898	927	820	899	901	918	1107	85	-29	841	14155	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
899	927	820	899	901	918	1107	85	-28	784	14939	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
899	927	820	899	901	918	1107	85	-28	784	15723	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
899	927	820	899	901	918	1107	85	-28	784	16507	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
899	927	820	899	901	918	1107	85	-28	784	17291	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
899	927	820	899	901	918	1107	85	-28	784	18075	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
900	927	820	899	901	918	1107	85	-27	729	18804	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
901	927	820	899	901	918	1107	85	-26	676	19480	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
901	927	820	899	901	918	1107	85	-26	676	20156	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
911	927	820	899	901	918	1107	85	-16	256	20412	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
916	927	820	899	901	918	1107	85	-11	121	20533	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
918	927	820	899	901	918	1107	85	-9	81	20614	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
918	927	820	899	901	918	1107	85	-9	81	20695	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
930	927	820	899	901	918	1107	85	3	9	20704	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
1070	927	820	899	901	918	1107	85	143	20449	41153	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
1076	927	820	899	901	918	1107	85	149	22201	63354	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
1107	927	820	899	901	918	1107	85	180	32400	95754	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
1116	2085	1116	1217	1358	1578	12917	90	-969	938961	938961	1139,928571	3,662092895	0,395047777	47,93400361
1141	2085	1116	1217	1358	1578	12917	90	-944	891136	1830097	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
1147	2085	1116	1217	1358	1578	12917	90	-938	879844	2709941	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
1214	2085	1116	1217	1358	1578	12917	90	-871	758641	3468582	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
1214	2085	1116	1217	1358	1578	12917	90	-871	758641	4227223	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
1217	2085	1116	1217	1358	1578	12917	90	-868	753424	4980647	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
1224	2085	1116	1217	1358	1578	12917	90	-861	741321	5721968	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
1232	2085	1116	1217	1358	1578	12917	90	-853	727609	6449577	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
1252	2085	1116	1217	1358	1578	12917	90	-833	693889	7143466	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
1349	2085	1116	1217	1358	1578	12917	90	-736	541696	7685162	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
1358	2085	1116	1217	1358	1578	12917	90	-727	528529	8213691	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
1364	2085	1116	1217	1358	1578	12917	90	-721	519841	8733532	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
1469	2085	1116	1217	1358	1578	12917	90	-616	379456	9112988	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
1479	2085	1116	1217	1358	1578	12917	90	-606	367236	9480224	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
1574	2085	1116	1217	1358	1578	12917	90	-511	261121	9741345	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
1578	2085	1116	1217	1358	1578	12917	90	-507	257049	9998394	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
2009	2085	1116	1217	1358	1578	12917	90	-76	5776	10004170	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
2049	2085	1116	1217	1358	1578	12917	90	-36	1296	10005466	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
3805	2085	1116	1217	1358	1578	12917	90	1720	2958400	12963866	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
12917	2085	1116	1217	1358	1578	12917	90	10832	117332224	130296090	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?
1478	2169	1478	1694	1907	2191	6485	100	-691	477481	477481	1464001,011	127,5408872	6,117068929	-9,839416279
1578	2169	1478	1694	1907	2191	6485	100	-591	349281	826762	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#◊»—ÀŒ!
1619	2169	1478	1694	1907	2191	6485	100	-550	302500	1129262	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#◊»—ÀŒ!
1662	2169	1478	1694	1907	2191	6485	100	-507	257049	1386311	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#◊»—ÀŒ!
1683	2169	1478	1694	1907	2191	6485	100	-486	236196	1622507	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#◊»—ÀŒ!
1694	2169	1478	1694	1907	2191	6485	100	-475	225625	1848132	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#◊»—ÀŒ!
1748	2169	1478	1694	1907	2191	6485	100	-421	177241	2025373	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#◊»—ÀŒ!
1847	2169	1478	1694	1907	2191	6485	100	-322	103684	2129057	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#◊»—ÀŒ!
1872	2169	1478	1694	1907	2191	6485	100	-297	88209	2217266	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#◊»—ÀŒ!
1880	2169	1478	1694	1907	2191	6485	100	-289	83521	2300787	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#◊»—ÀŒ!
1907	2169	1478	1694	1907	2191	6485	100	-262	68644	2369431	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#◊»—ÀŒ!
1978	2169	1478	1694	1907	2191	6485	100	-191	36481	2405912	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#◊»—ÀŒ!
2005	2169	1478	1694	1907	2191	6485	100	-164	26896	2432808	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#◊»—ÀŒ!
2079	2169	1478	1694	1907	2191	6485	100	-90	8100	2440908	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#◊»—ÀŒ!
2142	2169	1478	1694	1907	2191	6485	100	-27	729	2441637	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#◊»—ÀŒ!
2191	2169	1478	1694	1907	2191	6485	100	22	484	2442121	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#◊»—ÀŒ!
2216	2169	1478	1694	1907	2191	6485	100	47	2209	2444330	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#◊»—ÀŒ!
2234	2169	1478	1694	1907	2191	6485	100	65	4225	2448555	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#◊»—ÀŒ!
3086	2169	1478	1694	1907	2191	6485	100	917	840889	3289444	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#◊»—ÀŒ!
6485	2169	1478	1694	1907	2191	6485	100	4316	18627856	21917300	#»Ãﬂ?	#»Ãﬂ?	#»Ãﬂ?	#◊»—ÀŒ!
											221386,8687	47,05176603	2,169283819	#◊»—ÀŒ!
